"date";"txHash";"txNoteUser";"fromAddress";"fromTagsUser";"fromNoteUser";"fromTags";"toAddress";"toTagsUser";"toNoteUser";"toTags";"tokenName";"tokenAddress";"tokenSymbol";"value";"usdPrice"
"2021-05-04 13:26:59";"0x649bc2cab3de51e5d92892f9595262d039150621bdb2fe423a9c9f252519df7c";"";"0x9afa066884ce723200438b672c0b8d5769e03a6a";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Decentraland";"0x0f5d2fb29fb7d3cfee444a200298f468908cc942";"MANA";"3090,254369000000000000";"1,3280755786764"
"2021-05-04 06:33:41";"0xda0394174930ec467a50cd21fe3f9aa2dd312967fa844049a820279799d0f0f8";"";"0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,07194275";"3389,3773138907"
"2021-05-04 06:27:13";"0x13abadbed9e6865b3ca2b2101a6916f42087dc398e8b97eedbcaa9a4230e7834";"";"0x2c48f20fbf26abbea8ac118b123333623df6d369";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,03069658966978";"3388,6171390105"
"2021-05-02 02:22:28";"0x3ced924eb487c7061f7fe9a4cfab473207da81a0c9ad3815df5328a400a117eb";"";"0x077d360f11d220e4d5d831430c81c26c9be7c4a4";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,02344037";"2953,4513176337"
"2021-04-28 17:49:06";"0x9a66dc5213c6bda66259a22ed74d0e0c400affcd6f7c5587950dee65cef810d3";"";"0xfac87e892800f73fea9bd4a81b4e0269f4363fe3";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"20,000000";"1,0000403986865"
"2021-04-20 08:41:05";"0xafdbb5f5feba4f02d6a0b1b7b6f141708f81b394c6173f5695eebaec8ba3a438";"";"0x76566bc20b86f29accd138a7f62c3a2160d76c82";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"985,432216";"1,0001664220904"
"2021-04-18 17:31:32";"0x4997a8140c453130855e7119d5065a637e787bc3d9be3e51144faab07e954b08";"";"0xe84c1794161d1ea1d282c30aca237f0b05671f0c";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,04";"2157,3547342656"
"2021-04-18 15:28:27";"0xc1b68c66da32856a4ea75634407a8e922b8827eb6da3d0022dbd112d5c94dae8";"";"0xcd45d0aa2f675f543dd7c2a67c9981830c26c5f4";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,006";"2147,9598010003"
"2021-04-16 21:38:38";"0xa1c723b7b4a084edb23d1c55ae957cc1bf2f9f09ff262715e2b245193fdaf446";"";"0x37385dc20276ac73eab50fb8220f8ad4c14de98d";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,040928878281663";"2460,2241320077"
"2021-04-15 17:17:32";"0x4273099d39dc0382e8295d7562103e87130fb48fd758abc746fc35fe043a32fc";"";"0x64c76ffd9f2b1c5a3c847b0454247e5afa2f315c";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,00163";"2453,8144059193"
"2021-04-14 16:16:33";"0xfd1367ed1c1668f5b7d8c9e2f92e0bb160245de97cfcea4d9b91f989ebb83e39";"";"0xad663e800ad6b8b49780ca894b84989e2b8db9b7";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,2";"2361,4913710576"
"2021-04-08 09:26:33";"0x17cd67425929f95ff5b628c95a1867b511ad9e9e6a20e3badb4b3bf8b5239804";"";"0xb3af8afb8ae6f03185e7adc2fae9786b7008c9d1";"";"";"";"0xba2ae424d960c26247dd6c32edc70b295c744c43";"Eth Mainnet Only 6K|Define";"Identify";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,025867";"2017,7805029866"
